0	62000	0.2
0.2	62300	0.2
0.4	59200	0.2
0.6	54100	0.2
0.8	52200	0.2
1	43800	0.2
1.2	49100	0.2
1.4	42700	0.2
1.6	40400	0.2
1.8	41300	0.2
2	32000	0.2
2.2	35900	0.2
2.4	32500	0.2
2.6	34000	0.2
2.8	29900	0.2
3	26300	0.2
3.2	25900	0.2
3.4	26900	0.2
3.6	26300	0.2
3.8	19900	0.2
4	22200	0.2
4.2	22800	0.2
4.4	19100	0.2
4.6	18600	0.2
4.8	17700	0.2
5	15600	0.2
5.2	17500	0.2
5.4	15200	0.2
5.6	14800	0.2
5.8	15000	0.2
6	14100	0.2
6.2	14700	0.2
6.4	14700	0.2
6.6	14200	0.2
6.8	11800	0.2
7	10800	0.2
7.2	10600	0.2
7.4	10300	0.2
7.6	10800	0.2
7.8	9600	0.2
8	9200	0.2
8.2	8400	0.2
8.4	8800	0.2
8.6	8800	0.2
8.8	7600	0.2
9	7300	0.2
9.2	7900	0.2
9.4	6600	0.2
9.6	8500	0.2
9.8	5100	0.2
10	6600	0.2
10.2	4500	0.2
10.4	5700	0.2
10.6	4100	0.2
10.8	6700	0.2
11	5900	0.2
11.2	5300	0.2
11.4	4200	0.2
11.6	4000	0.2
11.8	4400	0.2
12	4200	0.2
12.2	3000	0.2
12.4	2800	0.2
12.6	3700	0.2
12.8	3900	0.2
13	4900	0.2
13.2	3500	0.2
13.4	4100	0.2
13.6	3600	0.2
13.8	3500	0.2
14	3700	0.2
14.2	2600	0.2
14.4	3200	0.2
14.6	4000	0.2
14.8	2700	0.2
15	3000	0.2
15.2	2400	0.2
15.4	2900	0.2
15.6	3100	0.2
15.8	2200	0.2
16	3400	0.2
16.2	2900	0.2
16.4	2400	0.2
16.6	2200	0.2
16.8	2600	0.2
17	2100	0.2
17.2	2700	0.2
17.4	2600	0.2
17.6	2400	0.2
17.8	3300	0.2
18	2700	0.2
18.2	2300	0.2
18.4	2300	0.2
18.6	2300	0.2
18.8	1900	0.2
19	2500	0.2
19.2	1900	0.2
19.4	2400	0.2
19.6	1800	0.2
